341.6,266.4,30
312.0,272.0,30
276.8,276.8,30
235.2,283.2,30
220.8,319.2,30
180.0,292.0,30
154.4,316.8,30
134.4,327.2,30
123.2,354.4,30
100.0,381.6,30
80.8,413.6,30
43.2,419.2,30
29.6,444.8,30
36.0,481.6,30
51.2,516.0,30
67.2,548.8,30
63.2,583.2,30
50.4,608.8,30
78.4,631.2,30
108.0,619.2,30
142.4,594.4,30
184.0,590.4,30
228.0,584.8,30
250.4,576.8,30
276.0,563.2,30
300.8,554.4,30
334.4,560.8,30
373.6,584.8,30
417.6,548.8,30
407.2,600.0,30
448.8,605.6,30
498.4,577.6,30
528.0,547.2,30
526.4,485.6,30
522.4,424.0,30
534.4,406.4,30
538.4,377.6,30
530.4,352.8,30
505.6,328.0,30
476.0,286.4,30
523.2,457.6,30
528.0,520.8,30
476.0,595.2,30
464.8,253.6,30
450.4,218.4,30
436.0,183.2,30
424.8,222.4,30
420.8,263.2,30
409.6,307.2,30
412.8,345.6,30
370.4,342.4,30
345.6,329.6,30
323.2,296.0,30
