341.6,266.4,120
312.0,272.0,120
276.8,276.8,120
235.2,283.2,120
220.8,319.2,120
180.0,292.0,120
154.4,316.8,120
134.4,327.2,120
123.2,354.4,120
100.0,381.6,120
80.8,413.6,120
43.2,419.2,120
29.6,444.8,120
36.0,481.6,120
51.2,516.0,120
67.2,548.8,120
63.2,583.2,120
50.4,608.8,120
78.4,631.2,120
108.0,619.2,120
142.4,594.4,120
184.0,590.4,120
228.0,584.8,120
250.4,576.8,120
276.0,563.2,120
300.8,554.4,120
334.4,560.8,120
373.6,584.8,120
417.6,548.8,120
407.2,600.0,120
448.8,605.6,120
498.4,577.6,120
528.0,547.2,120
526.4,485.6,120
522.4,424.0,120
534.4,406.4,120
538.4,377.6,120
530.4,352.8,120
505.6,328.0,120
476.0,286.4,120
523.2,457.6,120
528.0,520.8,120
476.0,595.2,120
464.8,253.6,120
450.4,218.4,120
436.0,183.2,120
424.8,222.4,120
420.8,263.2,120
409.6,307.2,120
412.8,345.6,120
370.4,342.4,120
345.6,329.6,120
323.2,296.0,120
