341.6,266.4,10
312.0,272.0,10
276.8,276.8,10
235.2,283.2,10
220.8,319.2,10
180.0,292.0,10
154.4,316.8,10
134.4,327.2,10
123.2,354.4,10
100.0,381.6,10
80.8,413.6,10
43.2,419.2,10
29.6,444.8,10
36.0,481.6,10
51.2,516.0,10
67.2,548.8,10
63.2,583.2,10
50.4,608.8,10
78.4,631.2,10
108.0,619.2,10
142.4,594.4,10
184.0,590.4,10
228.0,584.8,10
250.4,576.8,10
276.0,563.2,10
300.8,554.4,10
334.4,560.8,10
373.6,584.8,10
417.6,548.8,10
407.2,600.0,10
448.8,605.6,10
498.4,577.6,10
528.0,547.2,10
526.4,485.6,10
522.4,424.0,10
534.4,406.4,10
538.4,377.6,10
530.4,352.8,10
505.6,328.0,10
476.0,286.4,10
523.2,457.6,10
528.0,520.8,10
476.0,595.2,10
464.8,253.6,10
450.4,218.4,10
436.0,183.2,10
424.8,222.4,10
420.8,263.2,10
409.6,307.2,10
412.8,345.6,10
370.4,342.4,10
345.6,329.6,10
323.2,296.0,10
